protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_13656_sp|Q9Y3E0|GOT1B_HUMAN	GOT1B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.4994	5	2.32193	2.50346	0.000209	-12.2242	True	-1.59774	4-7	-0.232878	1.30673	0.446028	5	3	0	0	0	2.55481	-13.5309
psvid_138487_sp|Q9NX55|HYPK_HUMAN	HYPK_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.9151	1	0	0.181531	4.76e-05	-14.3587	True	-1.78755	1	-2.95948	-1.20935	3.02718	6	0	1	1	0	2.95948	-13.1493
psvid_13918_sp|Q9Y5S9|RBM8A_HUMAN	RBM8A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.916	6	2.58496	2.76649	0.000199	-12.2949	True	-1.2631	4-7	0.584368	1.77061	-0.409187	4	2	1	0.292223	0	2.00059	-14.0656
psvid_13934_sp|Q14240|IF4A2_HUMAN	IF4A2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.2664	13	3.70044	3.88197	0.000184	-12.408	True	-0.0394328	8-15	2.23728	2.20428	-2.31179	3	2	0	0	0.846154	1.46316	-14.6123
psvid_13976_sp|P62745|RHOB_HUMAN	RHOB_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.0445	3	1.58496	1.76649	8.82e-05	-13.4689	True	-1.0918	2-3	0.280881	1.29742	-0.333959	3	0	2	1	1	1.30408	-14.7663
psvid_14380_sp|Q13838|DX39B_HUMAN	DX39B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.9884	10	3.32193	3.50346	0.000135	-12.8548	True	0.0345871	8-15	0.294373	0.230565	-0.158614	6	2	1	0.259698	0.7	3.02755	-13.0853
psvid_14661_sp|Q92890|UFD1_HUMAN	UFD1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	19.6176						False	-0.446094						0	1	1			
psvid_14695_sp|Q15771|RAB30_HUMAN	RAB30_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		4	2	2.18153	0.000114	-13.0987	True	-1.04199	4-7					0	0		1		
psvid_151646_sp|Q5XKP0|MIC13_HUMAN	MIC13_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.0249	2	1	1.18153	9.77e-05	-13.3213	True	-1.82378	2-3	-1.099	0.648849	1.18685	5	1	1	0.32278	0	2.099	-13.9701
psvid_151841_sp|Q9P0U1|TOM7_HUMAN	TOM7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	21.6732	1	0	0.181531	0.000105	-13.2173	True	-2.92562	1	-1.06792	1.77496	0.785273	3	1	1	0.176411	0	1.06792	-14.9923
psvid_151851_sp|P56378|ATP68_HUMAN	ATP68_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.1258	7	2.80735	2.98889	0.000696	-10.4886	True	-2.84818	4-7	-1.17899	1.7067	1.56737	8	4	0	0	0	3.98635	-12.1953
psvid_151859_sp|Q9UHA4|LTOR3_HUMAN	LTOR3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.9821	8	3	3.18153	0.000372	-11.3924	True	-1.75307	8-15	0.940009	2.61532	-0.800383	5	4	1	0.0371844	0	2.05999	-14.0077
psvid_151902_sp|P00395|COX1_HUMAN	COX1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.892	2	1	1.18153	2.25e-05	-15.4397	True	0.296076	2-3	-1.93784	-2.27004	2.05394	6	1	0	0	0	2.93784	-13.1697
psvid_152111_sp|Q7Z4R8|CF120_HUMAN	CF120_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.9827	6	2.58496	2.76649	0.000181	-12.4317	True	-1.12909	4-7	-0.437372	0.658508	0.657492	6	3	0	0	0	3.02233	-13.0902
psvid_15334_sp|Q7RTV0|PHF5A_HUMAN	PHF5A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.2787	1	0	0.181531	5.24e-05	-14.2201	True	-1.92572	1	-0.845528	0.972512	0.390744	2	1	1	0.465581	0	0.845528	-15.1926
psvid_15765_sp|P28066|PSA5_HUMAN	PSA5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	24.265	4	2	2.18153	9.57e-05	-13.3511	True	-0.793202	4-7	-1.27488	-0.495929	1.50778	7	3	1	0.27061	0	3.27488	-12.8552
psvid_15783_sp|P61978|HNRPK_HUMAN	HNRPK_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.1613	24	4.58496	4.76649	0.000299	-11.7076	True	0.148385	16-31	0.569668	0.459938	-0.501037	8	16	0	0	0	4.01529	-12.1675
psvid_15859_sp|P62072|TIM10_HUMAN	TIM10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.5751	2	1	1.18153	0.000128	-12.9316	True	-2.21418	2-3	-0.706942	1.43085	0.736982	4	1	0	0	0	1.70694	-14.3624
psvid_159274_sp|Q92954|PRG4_HUMAN	PRG4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.5897	24	4.58496	4.76649	9.85e-05	-13.3095	True	1.74876	16-31	1.03748	-0.704046	-1.07261	7	13	2	0.129389	0	3.54748	-12.6055
psvid_159356_sp|O75592|MYCB2_HUMAN	MYCB2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	2.46e-06	-18.6329	True	3.48751	2-3					0	0		0		
psvid_159525_sp|P01834|IGKC_HUMAN	IGKC_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.8303	10	3.32193	3.50346	0.000539	-10.8574	True	-1.96551	8-15	-0.4223	1.5656	0.683257	7	4	0	0	0	3.74423	-12.423
psvid_159685_sp|P29474|NOS3_HUMAN	NOS3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	19.8422						False	1.52361						0	1	1			
psvid_159691_sp|Q9H307|PININ_HUMAN	PININ_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.4816	3	1.58496	1.76649	2.41e-05	-15.3406	True	0.77915	2-3	-0.0458718	-0.898977	0.103102	4	3	2	0.36846	0	1.63083	-14.4416
psvid_159720_sp|P01876|IGHA1_HUMAN	IGHA1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.2316	5	2.32193	2.50346	7.24e-05	-13.7537	True	-0.0699999	4-7	1.50033	1.46047	-1.82174	2	1	0	0	0.8	0.821594	-15.2141
psvid_159721_sp|P01877|IGHA2_HUMAN	IGHA2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		4	2	2.18153	5.9e-05	-14.0489	True	-0.096042	4-7					0	0		1		
psvid_160167_sp|Q96PC5|MIA2_HUMAN	MIA2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.8669	57	5.83289	6.01442	0.000233	-12.0674	True	1.75612	>=32	1.24948	-0.462777	-1.3497	9	19	3	0.0507503	0.245614	4.58341	-11.6046
psvid_160303_sp|Q6ZV29|PLPL7_HUMAN	PLPL7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.1884	4	2	2.18153	1.75e-05	-15.8023	True	1.65654	4-7	0.594379	-1.13381	-0.568809	3	2	1	0.305169	0.25	1.40562	-14.6685
psvid_160500_sp|A7E2Y1|MYH7B_HUMAN	MYH7B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	2.91e-06	-18.3905	True	2.24619	1					0	0		1		
psvid_160566_sp|Q6V1P9|PCD23_HUMAN	PCD23_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	22.3027						False	3.01149						0	1	1			
psvid_160640_sp|P01861|IGHG4_HUMAN	IGHG4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	2.91e-05	-15.0686	True	-0.078016	2-3					0	0		1		
psvid_16096_sp|Q6P2Q9|PRP8_HUMAN	PRP8_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.5009	19	4.24793	4.42946	4.69e-05	-14.3801	True	2.48213	16-31	-0.0435439	-2.4819	0.272578	8	16	8	0.289393	0	4.29147	-11.8982
psvid_160990_sp|P16662|UD2B7_HUMAN	UD2B7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	29.6439	175	7.45121	7.63274	0.002	-8.96578	False	0.361926	>=32	0.01899	0.139558	0.6666	10	18	3	0.00770982	0.291429	7.43222	-9.10534
psvid_162418_sp|P01859|IGHG2_HUMAN	IGHG2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.9864	4	2	2.18153	5.84e-05	-14.0637	True	-0.0818786	4-7	1.29427	1.26059	-1.77082	2	0	1	1	1	0.705735	-15.3243
psvid_162465_sp|Q04912|RON_HUMAN	RON_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	4.12e-06	-17.8889	True	1.74354	1					0	0		1		
psvid_16249_sp|P60900|PSA6_HUMAN	PSA6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.2503	7	2.80735	2.98889	0.000164	-12.574	True	-0.764552	4-7	0.497065	1.1925	-0.30814	5	4	0	0	0	2.31029	-13.7665
psvid_162542_sp|P00325|ADH1B_HUMAN	ADH1B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.4284	202	7.65821	7.83974	0.003	-8.38082	False	-0.121213	>=32	1.97225	2.16099	-1.75338	10	6	0	0	0.673267	5.68596	-10.5418
psvid_16256_sp|P61254|RL26_HUMAN	RL26_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.3225	12	3.58496	3.76649	0.000477	-11.0337	True	-1.5261	8-15	2.07931	3.53635	-2.12366	3	2	0	0	0.75	1.50566	-14.5701
psvid_16258_sp|P11142|HSP7C_HUMAN	HSP7C_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	28.4236	117	6.87036	7.0519	0.001	-9.96578	False	0.628802	>=32	0.437977	-0.0358462	0.0576658	10	23	5	0.0749208	0.290598	6.43239	-9.92994
psvid_162929_sp|Q53S08|RAB6D_HUMAN	RAB6D_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	2.27e-05	-15.4269	True	-0.717449	1					0	0		1		
psvid_163227_sp|Q16822|PCKGM_HUMAN	PCKGM_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	29.5237	92	6.52356	6.70509	0.000828	-10.2381	True	0.61538	>=32	-0.810229	-1.05156	1.53537	10	34	0	0	0.0543478	7.33379	-9.18652
psvid_1633336_sp|P00450|CERU_HUMAN	CERU_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.9106	105	6.71425	6.89578	0.000568	-10.7818	True	1.35042	>=32	0.677794	-0.530624	-0.285443	10	40	4	0.0497397	0	6.03645	-10.2512
psvid_1633337_sp|P04114|APOB_HUMAN	APOB_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.2767	57	5.83289	6.01442	7.2e-05	-13.7616	True	3.44934	>=32	0.253945	-3.12653	0.0600803	10	41	21	0.278302	0	5.57895	-10.6351
psvid_1633339_sp|P11182|ODB2_HUMAN	ODB2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	26.3599	28	4.80735	4.98889	0.000335	-11.5436	True	0.206697	16-31	-0.13928	-0.311441	0.404381	9	16	3	0.0652741	0	4.94663	-11.2321
psvid_1633340_sp|P12036|NFH_HUMAN	NFH_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	1.13e-05	-16.4333	True	1.28757	2-3					0	0		1		
psvid_1633342_sp|A0A2R8Y4L2|RA1L3_HUMAN	RA1L3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		10	3.32193	3.50346	0.00018	-12.4397	True	-0.384713	8-15					0	0		1		
psvid_1633386_sp|P69891|HBG1_HUMAN	HBG1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		7	2.80735	2.98889	0.000274	-11.8335	True	-1.50624	4-7					0	0		1		
psvid_165080_sp|Q3I5F7|ACOT6_HUMAN	ACOT6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	1.37e-05	-16.1555	True	0.00800087	1					0	0		1		
psvid_165137_sp|P01871|IGHM_HUMAN	IGHM_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.3456	18	4.16993	4.35146	0.000219	-12.1568	True	0.181472	16-31	0.826005	0.635199	-0.782222	7	9	0	0	0	3.34392	-12.792
psvid_165824_sp|P61960|UFM1_HUMAN	UFM1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.6147	2	1	1.18153	0.000136	-12.8441	True	-2.29677	2-3	-2.56806	-0.257627	2.77667	7	2	0	0	0	3.56806	-12.5865
psvid_165868_sp|O60613|SEP15_HUMAN	SEP15_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.4331	11	3.45943	3.64096	0.000384	-11.3466	True	-1.34022	8-15	-0.776899	0.6058	1.12785	8	8	0	0	0	4.23633	-11.9524
psvid_166027_sp|A0A2R8Y619|H2BK1_HUMAN	H2BK1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	9.45e-05	-13.3693	True	-1.77642	2-3					0	0		1		
psvid_166059_sp|Q9Y3P4|RHBD3_HUMAN	RHBD3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	19.6387	1	0	0.181531	1.49e-05	-16.0343	True	-0.112543	1	-0.292014	-0.188932	-1.24929	1	1	0	0	0	0.292014	-15.8454
psvid_166234_sp|A0M8Q6|IGLC7_HUMAN	IGLC7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		3	1.58496	1.76649	0.000163	-12.5828	True	-1.97841	2-3					0	0		1		
psvid_166891_sp|P0DOY3|IGLC3_HUMAN	IGLC3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		7	2.80735	2.98889	0.000381	-11.3579	True	-1.97904	4-7					0	0		1		
psvid_167391_sp|Q8NBQ7|AQP11_HUMAN	AQP11_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	19.6127						False	-0.623751						0	1	1			
psvid_167787_sp|P00414|COX3_HUMAN	COX3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	20.0065	1	0	0.181531	2.21e-05	-15.4656	True	-0.678746	1	-0.378504	0.248428	-0.881498	1	1	0	0	0	0.378504	-15.714
psvid_16801_sp|P60660|MYL6_HUMAN	MYL6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.2406	14	3.80735	3.98889	0.000534	-10.8709	True	-1.46828	8-15	-0.272549	1.23409	0.539969	8	5	0	0	0.285714	4.0799	-12.105
psvid_17040_sp|P61923|COPZ1_HUMAN	COPZ1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	24.4324	9	3.16993	3.35146	0.000293	-11.7368	True	-1.23954	8-15	-0.247197	0.98831	0.456027	7	4	0	0	0	3.41712	-12.7251
psvid_17293_sp|P49207|RL34_HUMAN	RL34_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.1258	3	1.58496	1.76649	0.000148	-12.7221	True	-1.83616	2-3	-2.40141	-0.526805	2.74735	8	2	2	0.389799	0	3.98637	-12.1953
psvid_17573_sp|O60493|SNX3_HUMAN	SNX3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.0792	3	1.58496	1.76649	0.000107	-13.1901	True	-1.36713	2-3	0.257381	1.55362	-0.299292	3	2	0	0	0	1.32758	-14.7437
psvid_17606_sp|P61313|RL15_HUMAN	RL15_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.9723	34	5.08746	5.26899	0.00096	-10.0247	True	-1.03398	>=32	-0.995007	0.189117	1.65674	10	9	2	0.192249	0	6.08247	-10.2138
psvid_17725_sp|P60842|IF4A1_HUMAN	IF4A1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.9991	23	4.52356	4.70509	0.000326	-11.5828	True	-0.0424612	16-31	1.48617	1.49322	-1.58409	6	8	0	0	0.478261	3.03739	-13.0761
psvid_17729_sp|Q9BWJ5|SF3B5_HUMAN	SF3B5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.9243	2	1	1.18153	0.000134	-12.8655	True	-2.28002	2-3	0.321455	2.48603	-0.913761	2	2	0	0	0	0.678545	-15.3515
psvid_17903_sp|P46782|RS5_HUMAN	RS5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.9562	40	5.32193	5.50346	0.001	-9.96578	False	-1.0286	>=32	0.669794	1.56841	-0.648205	9	13	2	0.0484838	0	4.65213	-11.5342
psvid_17967_sp|P61006|RAB8A_HUMAN	RAB8A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.051	25	4.64386	4.82539	0.000696	-10.4886	True	-1.01363	16-31	1.55897	2.54279	-1.68885	6	6	0	0	0.44	3.08488	-13.0314
psvid_17976_sp|Q15365|PCBP1_HUMAN	PCBP1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.6711	12	3.58496	3.76649	0.000194	-12.3317	True	-0.231956	8-15	-0.0291951	0.212083	0.224965	7	7	2	0.1155	0.25	3.61416	-12.5437
psvid_18346_sp|P42766|RL35_HUMAN	RL35_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.1584	11	3.45943	3.64096	0.000515	-10.9231	True	-1.76474	8-15	-0.553497	1.24664	0.853167	8	6	2	0.0365743	0	4.01293	-12.1698
psvid_18407_sp|Q9H0U4|RAB1B_HUMAN	RAB1B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.0075	20	4.32193	4.50346	0.000573	-10.7692	True	-1.05527	16-31	3.04293	4.02118	-3.31459	3	1	2	0.134559	0.65	1.27899	-14.7904
psvid_18452_sp|P53680|AP2S1_HUMAN	AP2S1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.5188	3	1.58496	1.76649	0.000122	-13.0008	True	-1.5563	2-3	-0.0760319	1.40942	0.140275	4	2	1	0.695131	0	1.66099	-14.4103
psvid_18614_sp|P62987|RL40_HUMAN	RL40_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		29	4.85798	5.03951	0.001	-9.96578	False	-1.70618	16-31					0	0		1		
psvid_18626_sp|P63167|DYL1_HUMAN	DYL1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	20.7604	4	2	2.18153	0.000259	-11.9148	True	-2.2313	4-7	1.38835	3.50705	-1.99684	2	1	0	0	0.5	0.611654	-15.4218
psvid_1867_sp|P05783|K1C18_HUMAN	K1C18_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	25.9544	44	5.45943	5.64096	0.00059	-10.727	True	0.0416599	>=32	0.808706	0.808643	-0.819279	9	17	2	0.0588765	0.0909091	4.65073	-11.5356
psvid_18911_sp|Q9Y5J7|TIM9_HUMAN	TIM9_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.6569	3	1.58496	1.76649	0.000194	-12.3317	True	-2.22898	2-3	-0.190403	1.95997	0.278445	4	2	1	0.487811	0	1.77537	-14.2916
psvid_18957_sp|P62328|TYB4_HUMAN	TYB4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.9171	8	3	3.18153	0.001	-9.96578	False	-3.24739	8-15	0.998429	4.09882	-0.865364	4	5	0	0	0	2.00157	-14.0646
psvid_18980_sp|P61165|TM258_HUMAN	TM258_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.253	2	1	1.18153	0.000146	-12.7417	True	-2.40419	2-3	-2.26441	0.123063	2.41488	7	1	0	0	0	3.26441	-12.8648
psvid_19362_sp|P63104|1433Z_HUMAN	1433Z_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.1444	12	3.58496	3.76649	0.000282	-11.792	True	-0.769204	8-15	0.415944	1.16086	-0.301707	6	3	2	0.380981	0.416667	3.16902	-12.9529
psvid_19780_sp|P61247|RS3A_HUMAN	RS3A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.6227	51	5.67243	5.85396	0.001	-9.96578	False	-0.662102	>=32	-0.152841	0.458753	0.595809	10	19	3	0.0166988	0	5.82527	-10.4245
psvid_19791_sp|P62318|SMD3_HUMAN	SMD3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.0171	5	2.32193	2.50346	0.000229	-12.0924	True	-1.73098	4-7	0.230051	1.88463	-0.0362612	5	3	0	0	0	2.09188	-13.977
psvid_20125_sp|P61601|NCALD_HUMAN	NCALD_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	2.99e-05	-15.0295	True	-1.11499	1					0	0		1		
psvid_20272_sp|O15145|ARPC3_HUMAN	ARPC3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.7883	2	1	1.18153	6.48e-05	-13.9136	True	-1.2313	2-3	-0.887985	0.263493	0.950188	4	2	0	0	0	1.88799	-14.1771
psvid_20393_sp|Q71DI3|H32_HUMAN	H32_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.9788	7	2.80735	2.98889	0.000297	-11.7172	True	-1.619	4-7	2.10498	3.61036	-2.57963	2	1	0	0	0.857143	0.702374	-15.3276
psvid_20395_sp|P68431|H31_HUMAN	H31_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.4762	9	3.16993	3.35146	0.000381	-11.3579	True	-1.61934	8-15	1.54336	3.08813	-1.50016	4	2	0	0	0.666667	1.62656	-14.4461
psvid_20396_sp|P84243|H33_HUMAN	H33_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.714	12	3.58496	3.76649	0.000508	-10.9429	True	-1.61837	8-15	-0.0642752	1.56832	0.267886	7	1	0	0	0.5	3.64924	-12.5112
psvid_20407_sp|Q7Z5G4|GOGA7_HUMAN	GOGA7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	4.21e-05	-14.5358	True	-1.60806	1					0	0		1		
psvid_20634_sp|Q9NVJ2|ARL8B_HUMAN	ARL8B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.5779	18	4.16993	4.35146	0.000558	-10.8074	True	-1.16806	16-31	0.632137	1.80696	-0.549873	7	2	0	0	0.722222	3.53779	-12.6144
psvid_20925_sp|P62805|H4_HUMAN	H4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	26.3733	29	4.85798	5.03951	0.002	-8.96578	False	-2.02028	16-31	-0.0980699	2.25685	0.351435	9	10	1	0.00526867	0	4.95605	-11.2226
psvid_21038_sp|P62879|GBB2_HUMAN	GBB2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.9397	14	3.80735	3.98889	0.000237	-12.0428	True	-0.296587	8-15	-0.0265031	0.296705	0.239095	8	3	1	0.218405	0.571429	3.83386	-12.3395
psvid_21408_sp|P04908|H2A1B_HUMAN	H2A1B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		15	3.90689	4.08842	0.000665	-10.5544	True	-1.68457	8-15					0	0		1		
psvid_21409_sp|Q93077|H2A1C_HUMAN	H2A1C_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		15	3.90689	4.08842	0.000665	-10.5544	True	-1.68457	8-15					0	0		1		
psvid_21410_sp|Q7L7L0|H2A3_HUMAN	H2A3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		15	3.90689	4.08842	0.000665	-10.5544	True	-1.68457	8-15					0	0		1		
psvid_21468_sp|P61026|RAB10_HUMAN	RAB10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.8436	19	4.24793	4.42946	0.000547	-10.8362	True	-1.06301	16-31	0.49284	1.57677	-0.384771	7	6	2	0.138967	0.526316	3.75509	-12.4129
psvid_21527_sp|P61970|NTF2_HUMAN	NTF2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	20.1015						False	-1.71859						0	1	1			
psvid_21668_sp|Q96FJ2|DYL2_HUMAN	DYL2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.8005	4	2	2.18153	0.000259	-11.9148	True	-2.2312	4-7	0.854049	3.00332	-0.956801	3	2	0	0	0.5	1.14595	-14.9181
psvid_21728_sp|P14678|RSMB_HUMAN	RSMB_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		3	1.58496	1.76649	7.2e-05	-13.7616	True	-0.800088	2-3					0	0		1		
psvid_21964_sp|P61163|ACTZ_HUMAN	ACTZ_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		3	1.58496	1.76649	4.6e-05	-14.408	True	-0.151627	2-3					0	0		0.666667		
psvid_22022_sp|P84103|SRSF3_HUMAN	SRSF3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.2161	6	2.58496	2.76649	0.000211	-12.2105	True	-1.35018	4-7	-0.647511	0.68367	0.890868	7	4	1	0.0416103	0	3.23247	-12.8941
psvid_22058_sp|P59768|GBG2_HUMAN	GBG2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.356	1	0	0.181531	8.12e-05	-13.5882	True	-2.5582	1	-0.886024	1.56859	0.468078	2	1	0	0	0	0.886024	-15.1568
psvid_22207_sp|Q8NAV1|PR38A_HUMAN	PR38A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	1.85e-05	-15.7221	True	-0.42366	1					0	0		0		
psvid_22230_sp|O43504|LTOR5_HUMAN	LTOR5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.3925	4	2	2.18153	0.000253	-11.9486	True	-2.19915	4-7	0.439888	2.56607	-0.364716	4	2	0	0	0	1.56011	-14.5146
psvid_22585_sp|Q9BVA1|TBB2B_HUMAN	TBB2B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		219	7.77479	7.95632	0.003	-8.38082	False	0.110496	>=32					0	0		1		
psvid_22625_sp|P84085|ARF5_HUMAN	ARF5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.1029	16	4	4.18153	0.000512	-10.9316	True	-1.21476	16-31	1.8292	2.96948	-1.82103	5	2	1	0.643019	0.6875	2.1708	-13.9011
psvid_22706_sp|Q9BV81|EMC6_HUMAN	EMC6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.0978	1	0	0.181531	5.24e-05	-14.2201	True	-1.92572	1	-0.401966	1.46113	-0.790172	1	1	0	0	0	0.401966	-15.6812
